,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other
2,Amelanchier utahensis,"Utah Serviceberry, Coville's serviceberry",Shrub,5.0,3-7,,LMH,SN,DM,3,1,2.0
3,Aralia cordata,Udo,Perennial,1.8,4-9,,LMH,FS,M,4,2,0.0
4,Astronium urundeuva,Urunday,Tree,10.0,10-12,M,LMH,N,DM,0,4,3.0
5,Chasmanthium latifolium,"Indian Woodoats, Wild Oats Grass, North American Wild Oats, Northern Sea Oats, Spanglegrass River Oa",Perennial,1.0,4-10,M,LM,SN,M,1,0,3.0
6,Cynometra alexandri,"Uganda ironwood, Muhimbi",Tree,30.0,10-12,M,MH,N,M,0,0,4.0
7,Darmera peltata,"Umbrella Plant, Indian rhubarb, Indian Rubarb, Indian Rubarb",Perennial,1.2,5-8,M,LMH,SN,WeWa,2,0,3.0
8,Diphylleia cymosa,"Umbrella Leaf, American umbrellaleaf",Perennial,0.7,6-9,,LM,S,M,0,2,
9,Diphylleia sinensis,Umbrella Leaf,Perennial,0.4,-,,LM,S,M,0,2,
10,Disporum sessile,Japanese Fairy Bells,Perennial,0.6,4-8,F,LMH,S,M,1,0,
11,Disporum viridescens,,Perennial,0.6,-,,LMH,FS,M,1,0,
12,Distichlis palmeri,"Nipa. Palmer saltgrass, NyPa Wild Wheat",Perennial,0.4,10-12,F,LMH,SN,MWeWa,4,0,2.0
13,Eleutherococcus sieboldianus,"Ukogi, Five Leafed Aralia",Shrub,3.0,4-8,S,LMH,SN,M,3,0,2.0
14,Eucalyptus urnigera,Urn tree,Tree,15.0,7-9,F,LMH,SN,M,0,3,3.0
15,Eucryphia cordifolia,Ulmo,Tree,20.0,8-11,M,LMH,SN,M,0,0,2.0
16,Gossypium hirsutum,Upland Cotton,Shrub,2.0,5-10,F,LMH,N,M,2,1,4.0
17,Gynerium sagittatum,Uva Grass,Perennial,4.0,10-12,F,LMH,N,MWeWa,0,2,3.0
18,Laportea canadensis,Canadian Wood Nettle,Perennial,1.0,0-0,,LMH,SN,M,3,1,2.0
19,Lonicera utahensis,Utah Honeysuckle,Shrub,1.5,4-8,,LMH,N,M,1,1,
20,Manicaria saccifera,"Ubussu, Troolie Palm",Tree,10.0,11-12,M,LMH,SN,MWe,2,2,4.0
21,Oreocnide integrifolia,Wild Rhea,Tree,12.0,10-12,S,LMH,FS,MWe,0,0,4.0
22,Oxandra laurifolia,"Yaya, lancewood",Tree,10.0,10-12,M,LMH,N,M,0,0,4.0
23,Panicum maximum,Guinea grass. Green panic grass,Perennial,2.0,10-12,F,LM,FSN,DM,1,2,2.0
24,Poraqueiba sericea,Umari,Tree,20.0,10-12,F,LMH,SN,DM,4,0,2.0
25,Proboscidea louisianica,"Unicorn Plant, Ram's horn",Annual,1.0,9-11,,LMH,N,M,2,0,2.0
26,Rubus invisus,Upland dewberry,Shrub,0.0,0-0,,LMH,SN,M,2,0,1.0
27,Rubus pergratus,upland blackberry,Shrub,3.0,-,,LMH,SN,M,2,0,1.0
28,Salix commutata,undergreen willow,Shrub,3.0,4-8,,LMH,SN,MWe,1,2,3.0
29,Sarcocornia utahensis,"Utah Pickleweed,Utah Swampfire",Perennial,0.2,0-0,,LMH,SN,M,1,0,
30,Sciadopitys verticillata,"Umbrella Pine, Japanese Umbrella Pine",Tree,15.0,5-7,M,LMH,SN,MWe,0,0,3.0
31,Semiarundinaria murielae,Umbrella Bamboo,Bamboo,4.0,6-9,S,LMH,SN,M,0,0,3.0
32,Thamnocalamus spathaceus,Umbrella Bamboo,Bamboo,4.0,5-9,,LMH,FSN,M,0,0,2.0
33,Torilis japonica,"Upright Hedge Parsley, Erect hedgeparsley",Annual,1.0,0-0,,LMH,SN,DM,2,1,
34,Uapaca kirkiana,Wild Loquat,Tree,12.0,10-12,M,LM,SN,M,4,2,3.0
35,Ugni molinae,"Uñi, Chilean guava",Shrub,2.0,7-11,M,LMH,N,DM,5,0,3.0
36,Ulmus americana,"American Elm, Gray Elm, Water Elm",Tree,25.0,3-9,M,LMH,SN,M,2,2,3.0
37,Ulmus glabra,"Wych Elm, Table-top Scotch Elm, Scotch Elm",Tree,30.0,5-7,F,LMH,SN,M,3,2,2.0
38,Ulmus japonica,Japanese Elm,Tree,35.0,4-8,,LMH,SN,M,2,1,1.0
39,Ulmus parvifolia,"Chinese Elm, Lacebark Elm",Tree,18.0,5-10,M,LMH,SN,M,2,1,2.0
40,Ulmus procera,English Elm,Tree,35.0,5-9,F,LMH,SN,M,3,2,3.0
41,Ulmus rubra,Slippery Elm,Tree,20.0,3-7,M,LMH,SN,M,2,5,3.0
42,Ulmus thomasii,Rock Elm,Tree,30.0,-,S,LMH,SN,M,1,0,2.0
43,Ulmus villosa,Cherry Bark Elm,Tree,25.0,4-8,,LMH,SN,M,1,0,2.0
44,Umbilicus rupestris,Pennywort,Perennial,0.3,6-9,,LM,SN,M,3,1,
45,Urera baccifera,"Nettle Tree, Chichaste, Ortiga",Shrub,4.0,10-12,F,LMH,SN,MWe,0,2,4.0
46,Urginea maritima,"Sea Squill, Red squill",Bulb,1.0,8-11,,LM,N,DM,0,3,1.0
47,Urtica californica,"Stinging Nettle, California nettle",Perennial,1.8,3-10,,LMH,SN,M,2,2,4.0
48,Urtica dioica,"Stinging Nettle, California nettle",Perennial,1.2,3-10,F,LMH,SN,M,5,5,4.0
49,Urtica gracilis,Stinging Nettle,Perennial,1.5,-,,LMH,SN,M,3,3,3.0
50,Urtica lyallii,Stinging Nettle,Perennial,1.2,-,,LMH,SN,M,3,3,3.0
51,Urtica procera,"Stinging Nettle, California nettle",Perennial,1.5,0-0,,LMH,SN,M,3,2,3.0
52,Vaccinium simulatum,upland highbush blueberry,Shrub,1.0,-,,LM,SN,M,2,0,
53,Vachellia tortilis,Umbrella Thorn,Tree,15.0,10-12,F,LM,N,DM,2,2,4.0
54,Veronica undulata,Undulate speedwell,Perennial,1.0,0-0,,LMH,N,MWe,1,1,
1,Acer circinatum,Vine Maple,Tree,12.0,6-9,S,LMH,SN,M,2,1,2.0
2,Achlys triphylla,"Vanilla leaf, Sweet after death",Perennial,0.4,0-0,,LMH,S,M,0,1,2.0
3,Allanblackia floribunda,Vegetable Tallow. Tallow tree,Tree,25.0,10-12,F,LMH,SN,M,3,2,2.0
4,Allanblackia parviflora,"Vegetable tallow tree, Ouotera",Tree,20.0,10-12,F,LMH,SN,M,3,2,2.0
5,Ammi visnaga,"Visnaga. Khella. Bishop's Weed, Toothpickweed",Annual/Biennial,0.8,0-0,,LMH,SN,M,1,5,1.0
6,Aristolochia serpentaria,Virginia Snakeroot,Perennial,0.5,7-10,,LMH,SN,DM,0,3,
7,Barringtonia edulis,"Vutu kana, Cut nut",Tree,12.0,10-12,F,LMH,SN,M,4,2,2.0
8,Bulnesia arborea,Verawood,Tree,15.0,9-12,S,LMH,N,DM,0,0,4.0
9,Chrysopogon zizanioides,"Vetiver, Vetiver Root, Khus Khus",Perennial,1.8,7-11,F,LM,SN,MWe,2,2,4.0
10,Cirsium virginianum,Virginia thistle,Biennial,1.2,0-0,,LMH,N,MWe,1,0,2.0
11,Cissus quadrangularis,Veldt Grape,Climber,5.0,10-12,F,LMH,N,DM,2,4,2.0
12,Commelina virginica,Virginia Day-Flower,Annual/Perennial,1.2,-,,LM,SN,DM,2,0,
13,Cynanchum atratum,Bai Wei,Perennial Climber,0.6,-,,LMH,SN,M,1,2,
14,Dendrocalamus brandesii,"Velvet Leaf Bamboo, Clumping Bamboo",Bamboo,25.0,9-10,F,LMH,N,M,3,0,4.0
15,Diplazium esculentum,Vegetable Fern,Fern,1.0,8-11,F,LMH,FS,M,4,3,3.0
16,Echium vulgare,"Viper's Bugloss, Common viper's bugloss",Biennial/Perennial,0.9,0-0,,LMH,N,DM,1,2,1.0
17,Equisetum variegatum,"Variegated Horsetail, Variegated scouringrush, Alaskan scouringrush",Perennial,0.6,0-0,,LMH,SN,DM,0,2,3.0
18,Gaylussacia brachycera,Box Huckleberry,Shrub,0.5,5-9,,LMH,FSN,DM,2,0,2.0
19,Gaylussacia frondosa,"Dangleberry, Blue huckleberry",Shrub,1.8,5-9,,LMH,SN,DM,3,0,0.0
20,Hebe salicifolia,,Shrub,4.5,6-9,,LM,N,M,0,1,3.0
21,Hebe speciosa,New Zealand hebe,Shrub,1.5,6-9,,LM,N,M,0,0,2.0
22,Hebe x franciscana,Hebe,Shrub,2.5,9-11,S,LM,SN,M,0,0,3.0
23,Hydrophyllum virginianum,"Virginia Waterleaf, Eastern waterleaf",Perennial,0.6,4-8,,LMH,S,M,3,1,
24,Legousia speculum-veneris,Venus' Looking Glass,Annual,0.3,-,,LMH,N,M,2,0,
25,Lepidium rotundum,Veined Peppercress,Perennial,0.2,-,,LMH,SN,M,2,0,
26,Leymus racemosus,"Volga Wild Rye, Mammoth wildrye",Perennial,1.2,4-8,,LMH,N,DM,3,0,3.0
27,Lophostemon confertus,"Vinegar Tree, Brisbane Box",Tree,30.0,9-12,F,MH,SN,M,0,0,4.0
28,Malva alcea,"Vervain mallow, Hollyhock Mallow",Perennial,1.2,4-8,F,LMH,SN,M,5,1,2.0
29,Ocotea cymosa,Varongy,Tree,20.0,10-12,M,LM,FSN,M,2,0,4.0
30,Opuntia tomentosa,"Velvet prickly pear, Woollyjoint Pricklypear",Perennial,4.5,9-12,M,LM,N,DM,3,0,3.0
31,Oxalis violacea,Violet Wood Sorrel,Bulb,0.3,4-8,,LMH,SN,DM,3,1,
32,Panicum obtusum,Vine Mesquite,Perennial,0.8,-,,LMH,N,M,2,0,2.0
33,Parthenocissus quinquefolia,"Virginia Creeper, Woodbine",Climber,30.0,3-10,F,LMH,SN,M,2,2,3.0
34,Penthorum sedoides,"Virginian Stonecrop, Ditch stonecrop",Perennial,1.0,0-0,,LMH,SN,WeWa,1,2,
35,Persicaria odorata,"Vietnamese coriander, Asian mint",Perennial,0.2,9-11,F,LMH,SN,MWe,3,2,2.0
36,Phyllostachys praecox,Violet Bamboo,Bamboo,6.0,6-10,,LMH,FSN,M,3,0,3.0
37,Physalis virginiana,Virginia Ground Cherry,Perennial,0.6,6-9,,LMH,SN,M,2,1,0.0
38,Phytelephas aequatorialis,"Vegetable ivory, Corozo, Ivory palm",Tree,12.0,10-12,M,LMH,SN,M,2,0,4.0
39,Phytelephas macrocarpa,"Vegetable Ivory, Tagua, Nut Palm, Ivory nut palm",Tree,3.5,10-12,S,LMH,N,M,2,0,4.0
40,Pycnanthemum virginianum,Virginia Mountain Mint,Perennial,1.0,4-8,,LMH,SN,DM,2,2,
41,Quercus ithaburensis macrolepis,Valonia Oak,Tree,15.0,6-9,,MH,SN,DM,4,2,2.0
42,Rosa virginiana,Virginia Rose,Shrub,1.5,3-7,M,LMH,SN,DM,2,1,3.0
43,Rubus abbrevians,Vermont blackberry,Shrub,0.0,0-0,,LMH,SN,M,3,0,1.0
44,Salicornia virginica,Virginia Glasswort,Perennial,0.3,-,,LMH,N,M,1,1,1.0
45,Salix daphnoides,"Violet Willow, Daphne willow",Tree,10.0,4-8,F,LMH,N,MWe,1,2,3.0
46,Sapium sebiferum,"Vegetable Tallow, Chinese tallow, Popcorn Tree, Chinese Tallow Tree",Tree,9.0,8-11,F,LMH,N,M,2,2,4.0
47,Scutellaria lateriflora,"Virginian Skullcap, Blue skullcap",Perennial,0.6,6-9,,LMH,N,M,0,3,2.0
48,Securidaca longipedunculata,Violet Tree,Tree,6.0,10-12,,LMH,SN,M,1,4,3.0
49,Sesbania grandiflora,"Vegetable Hummingbird, Agati,",Tree,12.0,9-12,F,LMH,N,MWe,3,2,4.0
50,Smilacina racemosa,False Spikenard,Perennial,1.0,2-8,,LMH,FS,M,4,2,2.0
51,Trilisa odoratissima,"Vanilla Plant, Vanillaleaf",Perennial,1.0,0-0,,LM,SN,M,1,1,1.0
52,Triticum vavilovi,Vavilov's Wheat,Annual,0.0,-,,LMH,N,M,2,0,3.0
53,Vaccaria hispanica,"Cow Cockle, Cow soapwort",Annual,0.6,0-0,,LMH,N,M,1,3,0.0
54,Vaccinium alaskaense,Alaska Blueberry,Shrub,1.8,-,,LM,SN,M,2,0,
55,Vaccinium angustifolium,"Low Sweet Blueberry, Lowbush blueberry",Shrub,0.2,2-6,,LM,SN,DM,3,1,0.0
56,Vaccinium angustifolium laevifolium,Low Sweet Blueberry,Shrub,0.6,2-6,,LM,SN,DM,3,0,0.0
57,Vaccinium arbuscula,Dwarf bilberry,Shrub,0.6,0-0,,LM,SN,MWe,1,0,
58,Vaccinium brittonii,,Shrub,2.0,-,,LM,SN,DM,1,0,
59,Vaccinium constablaei,Hillside Blueberry,Shrub,1.0,-,,LM,SN,M,3,0,
60,Vaccinium formosum,"Swamp Highbush Blueberry, Southern blueberry",Shrub,4.0,5-9,,LM,SN,M,3,0,0.0
61,Vaccinium fuscatum,Black Highbush Blueberry,Shrub,3.5,4-8,,LM,SN,MWe,3,0,0.0
62,Vaccinium melanocarpum,Georgia Blueberry,Shrub,1.2,5-9,,LM,SN,M,2,0,
63,Vaccinium membranaceum,"Mountain Huckleberry, Thinleaf huckleberry",Shrub,1.0,5-9,,LM,SN,M,3,1,0.0
64,Vaccinium mortinia,Mortiño,Shrub,2.0,8-11,,LM,SN,M,2,0,
65,Vaccinium myrsinites,"Florida Evergreen Blueberry, Shiny blueberry",Shrub,0.5,6-9,,LM,SN,M,2,1,
66,Vaccinium myrtilloides,"Sourtop Blueberry, Velvetleaf huckleberry",Shrub,0.6,0-0,,LM,SN,M,3,1,
67,Vaccinium myrtillus,"Bilberry, Whortleberry",Shrub,0.2,3-7,,LM,SN,M,4,3,1.0
68,Vaccinium oldhamii,,Shrub,3.5,5-9,,LM,SN,M,2,0,
69,Vaccinium padifolium,Madeiran Whortleberry,Shrub,2.5,8-11,,LM,SN,M,2,0,
70,Vaccinium salicinum,,Shrub,0.0,-,,LM,SN,M,2,0,
71,Vaccinium scoparium,"Grouseberry, Grouse whortleberry",Shrub,0.2,3-7,,LM,SN,M,2,1,1.0
72,Vaccinium sprengelii,,Shrub,3.0,6-9,,LM,SN,M,1,0,
73,Vaccinium stamineum,Deerberry,Shrub,3.0,4-8,,LM,SN,DM,3,0,0.0
74,Vaccinium vacillans,Dryland Blueberry,Shrub,1.2,5-9,,LM,SN,DM,3,0,0.0
75,Valeriana capitata,"Valerian, Captiate valerian",Perennial,0.6,0-0,,LMH,N,MWe,1,1,1.0
76,Valeriana ciliata,Tobacco Root,Perennial,0.8,-,,LMH,N,M,1,0,
77,Valeriana jatamansi,Indian Valerian,Perennial,0.5,-,,LMH,N,M,0,3,1.0
78,Valeriana obovata,Tobacco Root,Perennial,1.2,-,,LMH,N,M,2,1,
79,Valeriana officinalis,"Valerian, Garden valerian",Perennial,1.5,4-8,,LMH,N,M,2,3,3.0
80,Valeriana sambucifolia,,Perennial,1.5,4-8,,LMH,SN,M,2,3,2.0
81,Valerianella locusta,"Corn Salad, Lewiston cornsalad",Annual,0.3,4-8,,LMH,N,DM,4,0,
82,Vallisneria americana,"Water Celery, American eelgrass",Perennial,0.0,8-11,,LMH,N,Wa,1,0,
83,Vanilla planifolia,Vanilla,Perennial Climber,15.0,10-12,M,,FS,DM,4,2,3.0
84,Verbascum densiflorum,Mullein,Biennial,1.2,4-8,,LMH,N,DM,0,2,2.0
85,Verbena officinalis,"Vervain, Herb of the cross, Prostrate verbena",Perennial,0.6,4-8,,LMH,N,M,1,3,
86,Veronica anagallis-aquatica,Water Speedwell,Perennial,0.3,-,,LMH,N,WeWa,2,2,
87,Veronica catenata,,Perennial,0.0,-,,LMH,N,WeWa,1,0,
88,Veronica polita,Gray field speedwell,Annual,0.3,0-0,,LMH,N,M,2,1,
89,Vetiveria zizanioides,"Vetiveria, Vetivergrass",Perennial,1.6,7-11,,LMH,SN,M,2,0,2.0
90,Viburnum cassinoides,"Withe Rod, Appalachian Tea, Witherod Viburnum, Witherod, Wild Raisin Viburnum",Shrub,2.5,2-8,M,LMH,SN,M,3,1,0.0
91,Viburnum cordifolium,Viburnum,Tree,6.0,8-9,M,LMH,SN,M,1,0,2.0
92,Viburnum cotinifolium,,Shrub,3.5,5-9,,LMH,SN,M,3,0,3.0
93,Viburnum cylindricum,,Shrub,5.0,5-9,,LMH,SN,M,1,1,3.0
94,Viburnum edule,"Mooseberry, Squashberry",Shrub,2.5,4-8,,LMH,SN,M,3,1,3.0
95,Viburnum erosum,Viburnum,Shrub,1.8,6-9,M,LMH,SN,M,2,0,
96,Viburnum farreri,"Culver's root, Fragrant Viburnum",Shrub,3.0,5-8,M,LMH,SN,M,3,0,0.0
97,Viburnum grandiflorum,"Cranberry bush,",Shrub,2.0,6-9,,LMH,SN,M,3,0,0.0
98,Viburnum lantanoides,Hobbleberry,Shrub,3.0,3-7,,LMH,FSN,M,3,1,0.0
99,Viburnum mongolicum,,Shrub,2.0,4-8,,LMH,SN,M,1,0,
100,Viburnum mullaha,,Shrub,3.0,8-11,,LMH,SN,M,2,1,2.0
101,Viburnum plicatum,"Japanese Snowball, Japanese Snowball Viburnum, Doublefile Viburnum",Shrub,4.0,5-8,M,LMH,SN,M,1,0,
102,Viburnum prunifolium,"Stagberry, Black Haw, Hybrid blackhaw, Smooth Blackhaw, Blackhaw Viburnum",Tree,7.5,3-9,S,LMH,SN,DM,2,3,3.0
103,Viburnum rufidulum,"Southern Black Haw, Rusty blackhaw",Shrub,12.0,4-8,,LMH,SN,M,3,1,1.0
104,Viburnum suspensum,"Viburnum, Sandankwa Viburnum",Shrub,3.5,8-10,M,LMH,SN,M,1,0,
105,Viburnum trilobum,"American Cranberry, Highbush Cranberry, Cranberrybush, American Cranberrybush Viburnum",Shrub,3.0,2-7,M,LMH,SN,M,3,1,0.0
106,Viburnum veitchii,,Shrub,1.5,4-8,,LMH,SN,M,2,0,
107,Vicia amurensis,,Perennial,1.5,-,,LMH,SN,M,1,0,
108,Vicia articulata,One-Flower Vetch,Annual,0.6,-,,LMH,SN,M,1,0,3.0
109,Vicia benghalensis,Purple Vetch,Annual/Perennial,0.6,-,F,LMH,SN,M,0,0,3.0
110,Vicia gigantea,Giant Vetch,Perennial,1.0,4-8,,LMH,SN,M,2,1,3.0
111,Vicia grandiflora kitaibeliana,large yellow vetch,Annual,0.0,-,,LMH,SN,M,2,0,
112,Vicia japonica,,Perennial,1.5,-,,LMH,SN,M,1,0,
113,Vicia narbonensis,"French Vetch, Purple broad vetch",Annual,1.0,0-0,,LMH,SN,M,2,0,
114,Vicia noeana,,Annual,0.6,-,,LMH,SN,M,1,0,
115,Vicia pseudo-orobus,,Perennial,1.5,-,,LMH,SN,DM,1,0,
116,Vicia sativa,"Winter Tares, Garden vetch, Subterranean vetch",Annual Climber,1.2,4-8,F,LMH,SN,M,3,0,3.0
117,Vicia sylvatica,Wood vetch,Perennial Climber,1.5,3-8,F,LMH,SN,M,3,1,2.0
118,Vicia tetrasperma,"Smooth Tare, Lentil vetch",Annual,0.6,0-0,,LMH,SN,M,1,0,0.0
119,Vicia tridentata,,Perennial,0.0,-,,LMH,SN,M,1,0,
120,Vigna unguiculata cylindrica,Jerusalem Pea,Annual,0.5,10-12,,LM,N,M,2,1,0.0
121,Viola cucullata,Marsh Blue Violet,Perennial,0.2,3-8,,LMH,SN,MWe,3,1,3.0
122,Viola epipsila,Dwarf Marsh Violet,Perennial,0.1,4-8,,LMH,SN,M,3,0,1.0
123,Viola esculenta,Salad violet,,0.0,0-0,,LMH,SN,M,0,0,
124,Viola langsdorffii,Alaska Violet. Aleutian violet,Perennial,0.1,-,,LMH,SN,M,3,0,
125,Viola mirabilis,wonder violet,Perennial,0.2,4-8,,LMH,SN,M,3,1,
126,Viola odorata,"Sweet Violet, English Violet, Garden Violet, Sweet Violet, Florist's Violet",Perennial,0.1,4-8,F,LMH,SN,M,5,3,3.0
127,Viola patrinii,China violet,Perennial,0.2,-,,LMH,SN,M,3,2,
128,Viola prionantha,,Perennial,0.1,-,,LMH,SN,M,2,0,
129,Viola reichenbachiana,,Perennial,0.2,-,,LMH,SN,M,2,2,
130,Viola sororia,"Wooly Blue Violet, Common blue violet",Perennial,0.1,4-8,,LMH,SN,M,3,1,3.0
131,Viola verecunda,,Perennial,0.3,-,,LMH,SN,M,3,1,
132,Virola sebifera,"Virola Nut. Red Ucuba. Pintri,",Tree,25.0,10-12,M,LMH,N,M,0,2,3.0
133,Vitex doniana,Black Plum,Tree,15.0,10-12,M,LMH,SN,M,4,3,4.0
134,Vitex keniensis,"Fulu, Mkombachiko, Mufuu",Tree,25.0,10-12,F,LM,N,M,2,0,4.0
135,Vitex madiensis,"Ekarukei, Murukukwe",Tree,4.0,10-12,M,LMH,N,M,4,2,3.0
136,Vitis aestivalis argentifolia,Summer Grape,Climber,25.0,3-7,F,LMH,SN,DM,3,0,1.0
137,Vitis aestivalis var. linsecomii,Post-Oak Grape,Climber,5.0,-,,LMH,SN,DM,2,0,1.0
138,Vitis baileyana,Graybark Grape,Climber,10.0,5-9,,LMH,SN,DM,2,0,1.0
139,Vitis berlandieri,Spanish Grape,Climber,10.0,6-9,,LMH,SN,DM,3,0,1.0
140,Vitis cinerea,"Sweet Winter Grape, Graybark grape, Florida grape, Heller's grape",Climber,0.0,4-8,,LMH,SN,DM,3,0,1.0
141,Vitis cinerea floridana,Currant Grape,Climber,0.0,4-8,,LMH,SN,DM,3,0,2.0
142,Vitis coignetiae,Crimson Glory Vine,Climber,20.0,4-8,F,LMH,SN,DM,2,0,3.0
143,Vitis cordifolia,Frost Grape,Climber,20.0,4-8,F,LMH,SN,DM,2,0,1.0
144,Vitis davidii,Spiny Vitis,Climber,15.0,6-9,,LMH,SN,DM,2,0,3.0
145,Vitis flexuosa,,Climber,8.0,5-9,,LMH,SN,DM,2,1,1.0
146,Vitis girdiana,"Valley Grape, Desert wild grape",Climber,12.0,7-10,,LMH,SN,DM,2,0,2.0
147,Vitis munsoniana,"Bird Grape, Munson's grape",Climber,0.0,0-0,,LMH,SN,DM,3,0,1.0
148,Vitis mustangensis,Mustang Grape,Climber,10.0,4-8,,LMH,SN,DM,3,0,1.0
149,Vitis palmata,"Red Grape, Catbird grape",Climber,20.0,4-8,,LMH,SN,DM,2,0,1.0
150,Vitis parvifolia,,Climber,0.0,6-9,,LMH,SN,DM,2,1,1.0
151,Vitis riparia,Riverbank Grape,Climber,15.0,2-6,F,LMH,SN,DM,3,0,2.0
152,Vitis rotundifolia,"Muscadine Grape, Muscadine, Southern Fox Grape, Scuppernong, Muscadine Grape",Climber,25.0,5-9,F,LMH,SN,DM,4,0,1.0
153,Vitis thunbergii,,Climber,5.0,5-9,M,LMH,N,DM,2,0,1.0
154,Woodwardia virginica,Virginia Chain Fern,Fern,0.4,3-10,M,LMH,S,MWe,0,0,3.0
1,Acacia coriacea,"Wiry Wattle, Acacia, Leather Leaf",Tree,5.0,9-11,M,LMH,SN,DM,3,0,3.0
2,Aciphylla colensoi,Wild Spaniard,Perennial,0.9,6-9,,LM,N,DM,2,0,
3,Aconitum lycoctonum,Wolfsbane,Perennial,1.0,3-7,,LMH,SN,M,1,1,
4,Aconitum lycoctonum vulparia,Wolfbane,Perennial,1.0,3-7,,LMH,SN,M,1,1,
5,Aconitum uncinatum,"Wild Monkshood, Southern blue monkshood",Perennial,1.0,5-9,,LMH,SN,M,0,1,
6,Actaea pachypoda,White Baneberry,Perennial,0.8,3-7,,LMH,S,M,0,2,
7,Ageratina altissima,"White Snakeroot, Richweed",Perennial,2.0,5-9,,LMH,SN,M,0,2,0.0
8,Ageratina occidentalis,Western Snakeroot,Perennial,0.7,5-9,,LMH,SN,M,0,1,
9,Albizia procera,"White Siris, Tall Albizia, Forest Siris",Tree,25.0,10-12,F,LMH,N,M,1,2,4.0
10,Allium ampeloprasum,"Wild Leek, Broadleaf wild leek",Bulb,1.8,5-9,,LMH,N,DM,5,3,2.0
11,Allium dregeanum,Wild Onion,Bulb,0.6,-,,LM,N,DM,3,2,1.0
12,Allium fistulosum,Welsh Onion,Bulb,0.6,5-9,,LMH,N,M,5,2,2.0
13,Allium mutabile,Wild Onion,Bulb,0.5,-,,LM,N,M,3,2,1.0
14,Allium tricoccum,"Wood Leek, Ramp",Bulb,0.3,5-9,,LM,S,M,4,2,3.0
15,Allium ursinum,Wild Garlic,Bulb,0.3,4-8,,LM,FSN,M,5,3,2.0
16,Alnus nitida,West Himalayan Alder,Tree,30.0,7-10,,MH,SN,DMWe,0,1,3.0
17,Alnus rhombifolia,White Alder,Tree,12.0,8-11,F,MH,SN,MWe,1,2,2.0
18,Anemone nemorosa,"Wood Anemone, European thimbleweed",Perennial,0.2,4-8,F,LMH,FSN,DM,0,1,
19,Anemone quinquefolia,"Wind Flower, Wood anemone, Twoleaf anemone, Nightcaps",Perennial,0.3,6-9,,LMH,FS,M,0,1,
20,Angelica sylvestris,"Wild Angelica,Woodland angelica",Biennial,1.5,4-8,,LMH,FSN,M,3,2,1.0
21,Annona mucosa,Wild Sweetsop,Tree,12.0,10-12,F,LMH,N,M,5,1,2.0
22,Apium graveolens,"Wild Celery. Ajmod, Ajwain-ka-patta (Indian)",Biennial,0.6,5-9,,LMH,S,M,3,3,2.0
23,Aponogeton distachyos,"Water Hawthorn, Cape pondweed, Vleikos",Perennial,0.0,8-11,,LMH,N,WeWa,2,0,0.0
24,Aquilegia canadensis,"Wild Columbine, Red columbine, Meeting Houses, Common Columbine",Perennial,0.6,4-10,M,LM,SN,M,2,2,2.0
25,Aquilegia formosa,Western Columbine,Perennial,0.8,3-7,,LM,SN,M,2,2,1.0
26,Aralia nudicaulis,Wild Sarsaparilla,Perennial,0.4,4-8,,LMH,FS,M,4,3,3.0
27,Argemone albiflora,"White Prickly Poppy, Bluestem pricklypoppy",Annual,1.5,6-9,,L,N,DM,0,1,
28,Artemisia absinthium,"Wormwood, Absinthium.",Perennial,1.0,4-9,M,LM,SN,DM,1,3,2.0
29,Artemisia lactiflora,White Mugwort,Perennial,1.5,4-8,S,LMH,SN,M,0,2,
30,Artemisia ludoviciana,"White Sage, Louisiana Sage, Prairie Sage, Western Mugwort",Perennial,1.0,4-9,M,LM,SN,DM,2,2,2.0
31,Artemisia ludoviciana gnaphalodes,White Sage,Perennial,1.0,4-8,,LM,SN,DM,0,2,1.0
32,Artemisia tilesii,"Wormwood, Tilesius' wormwood",Perennial,1.5,0-0,,LM,SN,DM,1,2,1.0
33,Asarum caudatum,"Wild Ginger, British Columbia wildginger",Perennial,0.1,6-10,F,LMH,FS,M,3,2,3.0
34,Asarum sieboldii,Wild Ginger,Perennial,0.2,-,,LMH,FS,M,0,2,
35,Asclepias eriocarpa,Woollypod Milkweed,Perennial,0.9,7-10,,L,SN,DM,2,2,3.0
36,Asplenium ruta-muraria,"Wall Rue, Lance asplenium",Fern,0.1,5-9,S,LM,S,M,0,2,
37,Aster lanceolatus,White Panicle Aster,Perennial,2.0,4-8,,LMH,SN,M,0,1,2.0
38,Astragalus hoantchy,Wu La Te Huang Qi,Perennial,0.4,-,,LM,N,DM,1,1,
39,Atriplex elegans,Wheelscale Saltbush,Annual,0.2,0-0,,LM,N,DM,2,0,0.0
40,Atriplex truncata,Wedgescale Saltbush,Annual,0.9,7-10,,LM,N,DM,2,0,4.0
41,Attalea butyracea,Wine Palm,Tree,20.0,10-12,M,LMH,N,DM,4,0,5.0
42,Avena fatua,Wild Oats,Annual,1.5,0-0,,LMH,N,DM,2,1,2.0
43,Azolla pinnata,"Water Fern, Ferny or Red Azolla",Fern,0.0,11-12,F,LMH,FSN,MWeWa,0,0,4.0
44,Baptisia australis,"Wild Indigo, Blue wild indigo, Blue False Indigo",Perennial,1.5,3-9,S,LM,N,DM,0,2,2.0
